W_01,W_03,W_03,W_01,W_03,W_01,W_01,W_01,W_01,W_03,W_01,W_01,W_01,W_03,W_03,W_01,W_03,W_01,W_03,W_01,W_03,W_03,W_01,W_03,W_03,W_01,W_01
W_01,1,1,I_01,1,1,1,1,W_03,W_01,1,1,1,1,1,1,1,W_03,W_01,1,1,1,1,1,1,15,W_01
W_01,1,1,1,1,1,1,1,W_01,W_01,1,1,1,1,I_03,1,1,W_03,W_03,1,1,1,1,1,1,1,W_03
W_01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,W_01,W_01,1,1,1,11,1,1,1,W_03
W_01,1,1,1,1,1,1,1,W_03,W_01,1,1,1,1,1,1,1,W_01,W_01,1,1,1,1,1,1,1,W_03
W_01,1,1,1,1,1,1,1,W_01,W_03,1,1,1,1,1,1,1,W_01,W_03,1,1,1,M_1585,1,1,1,W_01
W_01,W_01,W_03,W_03,1,W_03,W_01,W_03,W_01,W_03,W_01,W_03,W_01,1,W_01,W_03,W_01,W_03,W_03,W_03,W_01,W_01,1,W_01,W_01,W_03,W_03
W_01,W_01,W_01,W_01,4,W_03,W_03,I_03,W_01,W_01,W_01,W_03,W_03,3,W_01,W_03,W_01,W_01,W_03,W_01,W_03,W_01,M_1584,W_03,W_01,W_01,W_03
W_03,W_03,W_01,W_01,1,W_03,W_03,M_1586,W_01,W_03,W_03,W_01,W_03,1,W_01,W_01,W_01,W_01,W_01,W_03,W_01,W_01,1,W_01,W_03,W_03,W_03
W_01,1,1,1,1,1,1,1,W_01,W_01,1,1,1,1,1,I_00,1,W_03,W_01,1,1,1,1,1,1,1,W_03
W_01,1,1,1,1,1,1,1,W_03,W_03,1,1,1,1,1,1,1,W_03,W_01,1,1,1,1,1,1,1,W_03
W_03,1,1,1,1,1,1,1,1,M_1587,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,W_03
W_03,1,1,1,1,1,1,1,W_01,W_03,1,1,1,1,1,1,1,W_03,W_03,1,1,1,1,1,1,1,W_03
W_01,1,1,1,1,1,1,1,W_01,W_01,1,1,1,1,1,1,1,W_03,W_01,1,1,1,1,1,1,1,W_03
W_03,W_03,W_03,W_01,1,W_01,W_03,W_03,W_01,W_01,W_03,W_01,W_01,W_03,W_03,W_03,W_03,W_01,W_03,W_01,W_03,W_03,1,W_03,W_03,W_03,W_01
W_01,W_01,W_01,W_01,1,W_01,W_01,W_03,W_03,W_03,W_03,W_01,W_03,W_01,W_03,W_03,W_03,W_01,W_03,W_03,W_03,W_01,M_1588,W_03,W_03,W_01,W_01
W_01,W_03,W_03,W_01,1,W_03,W_01,W_03,W_01,W_03,W_03,W_03,W_01,W_01,W_03,W_01,W_01,W_01,W_03,W_01,W_03,W_03,1,W_03,W_01,W_01,W_03
W_01,1,1,1,1,1,1,1,W_03,W_01,1,1,1,1,1,1,1,W_01,W_03,14,1,1,1,1,1,1,W_03
W_03,1,1,1,1,1,1,1,W_01,W_01,1,1,1,1,1,1,1,W_01,W_01,1,1,1,1,1,1,1,W_03
W_03,1,1,1,1,1,1,I_02,1,8,1,1,I_11,1,1,1,1,1,1,1,1,1,1,1,1,1,W_03
W_03,1,I_04,1,1,1,1,1,W_01,W_01,1,1,1,1,1,1,1,W_01,W_03,1,1,1,1,1,1,1,W_01
W_03,I_03,1,1,1,1,1,1,W_03,W_03,1,1,I_03,1,1,1,1,W_01,W_01,1,1,1,1,1,1,1,W_01
W_01,W_01,W_01,W_01,W_03,W_03,W_01,W_03,W_01,W_01,W_01,W_03,W_03,W_01,W_01,W_03,W_03,W_03,W_03,W_03,W_03,W_01,W_03,W_03,W_01,W_03,W_01
