0,0,0,0,0,W_03,I_03,W_02,W_03,W_02,W_03,W_02,W_02,W_03,W_02,W_02,W_02,W_02,W_03,W_03,W_02,W_02,W_03,W_02,W_03,W_02,W_03
0,W_03,W_03,W_03,W_02,W_03,M_1315,W_03,W_03,W_02,W_03,1,1,1,1,1,W_02,W_03,W_03,I_02,1,1,1,1,1,1,W_02
W_02,W_02,1,1,1,1,1,W_02,W_02,W_03,W_03,1,1,1,1,1,W_03,W_03,W_02,1,1,1,1,1,1,1,W_02
W_02,W_02,1,1,1,1,1,I_10,1,1,1,1,1,1,1,1,1,8,1,I_03,1,1,1,1,1,1,W_02
W_03,W_03,1,14,I_03,1,1,W_02,W_02,W_03,W_03,1,1,1,1,1,W_03,W_02,W_03,1,1,1,1,1,1,1,W_03
W_02,W_03,W_03,W_02,W_03,W_02,W_03,W_02,W_03,W_03,W_02,1,1,1,1,1,W_03,W_03,W_02,1,1,1,1,1,1,1,W_02
W_03,W_02,W_03,W_02,W_02,W_03,W_02,W_03,W_03,W_03,W_03,W_03,W_03,W_02,W_03,W_03,W_03,W_03,W_03,W_03,W_03,W_03,1,W_02,W_02,W_03,W_03
W_02,W_02,W_03,W_02,W_03,W_03,W_03,W_02,W_03,W_03,W_03,W_02,W_03,W_02,W_02,W_03,W_02,W_02,W_02,W_02,W_02,W_02,1,W_02,W_02,W_02,W_02
W_02,W_02,W_03,W_03,W_03,W_03,W_02,W_03,W_03,W_02,W_03,W_02,W_03,W_02,W_03,W_02,W_03,W_02,W_03,W_03,W_03,W_02,1,W_02,W_03,W_02,W_03
W_03,1,1,1,1,1,1,1,W_02,W_02,W_03,W_02,W_03,W_03,W_03,W_03,W_02,W_03,W_02,1,1,1,1,1,1,1,W_03
W_03,1,1,1,1,1,1,1,W_02,W_03,W_03,1,1,1,1,1,W_02,W_03,W_03,1,1,1,1,1,1,1,W_02
W_03,1,1,1,1,1,1,1,1,1,M_1312,1,1,11,1,I_00,W_03,W_03,W_03,1,1,1,1,1,1,1,W_02
W_02,1,1,1,1,1,1,1,W_03,W_02,W_03,1,1,1,1,15,W_03,W_02,W_02,1,1,1,1,1,1,1,W_03
W_03,1,1,1,1,1,1,1,W_03,W_03,W_02,W_02,W_02,W_03,W_03,W_03,W_02,W_02,W_03,1,1,1,1,1,1,1,W_02
W_03,W_03,W_03,W_03,M_1313,W_02,W_03,W_03,W_03,W_02,W_03,W_03,W_03,W_03,W_03,W_03,W_02,W_03,W_03,W_02,W_03,W_02,1,W_02,W_02,W_02,W_02
W_03,W_02,W_03,W_03,1,W_02,W_02,W_03,W_02,W_02,W_03,W_03,W_03,W_02,W_02,W_02,W_02,W_02,W_03,W_03,W_03,W_02,1,W_03,W_03,W_03,W_02
W_03,W_03,W_03,W_02,1,W_02,W_02,W_03,W_03,W_02,W_02,W_03,W_02,W_03,W_02,W_03,W_02,W_02,W_03,W_02,W_02,W_03,4,W_03,W_03,W_03,W_03
W_03,1,1,1,1,1,1,1,W_02,W_02,W_02,1,I_03,1,1,1,W_03,W_03,W_03,1,1,1,1,1,1,1,W_02
W_03,1,1,1,1,1,1,1,W_03,W_03,W_03,1,1,1,1,1,W_03,W_03,W_02,1,1,1,1,1,1,1,W_02
W_03,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,M_1314,1,1,1,1,1,1,1,W_03
W_02,1,1,1,1,1,1,1,W_03,W_02,W_02,1,1,1,1,1,W_03,W_03,W_03,1,1,1,1,1,1,I_01,W_03
W_02,1,1,1,1,1,1,1,W_02,W_03,W_02,1,1,1,1,1,W_03,W_03,W_03,1,1,1,1,1,M_1316,1,W_02
W_03,W_02,W_02,W_03,W_02,W_03,W_03,W_03,W_02,W_03,W_02,W_02,W_02,W_02,W_02,W_03,W_03,W_02,W_02,W_03,W_02,W_03,W_03,W_03,W_02,W_02,W_03
