W_01,W_01,W_01,W_01,W_03,W_01,W_01,W_03,W_01,W_01,W_01,W_01,W_03,W_01,W_03,W_03,W_03,W_01,W_03,W_01,W_01,W_03,W_03,W_01,W_03,W_01,W_01
W_03,1,1,1,1,1,1,1,W_03,W_03,1,1,1,1,1,1,1,W_03,W_03,W_01,W_01,W_03,W_01,W_01,W_01,W_03,W_03
W_03,1,1,1,1,1,1,1,W_01,W_03,1,1,1,1,1,1,1,W_01,W_03,1,1,1,1,1,1,1,W_03
W_01,1,1,1,1,1,1,1,1,M_1434,1,1,1,1,1,I_03,1,6,1,1,1,1,1,1,1,1,W_01
W_01,1,1,M_1436,1,1,1,1,W_03,W_03,1,1,1,1,1,1,1,W_03,W_01,1,1,1,1,1,1,1,W_01
W_03,1,1,1,1,1,I_01,1,W_01,W_01,1,1,1,1,1,1,1,W_03,W_03,W_01,W_01,W_01,1,W_01,W_01,W_01,W_01
W_01,W_01,W_01,W_01,1,W_03,W_01,W_01,W_03,W_03,W_01,W_01,W_01,W_01,W_03,W_03,W_03,W_01,W_03,W_01,W_01,W_03,1,W_01,W_01,W_01,W_01
W_03,W_01,W_03,W_01,1,W_01,W_03,W_01,W_03,W_03,W_03,W_01,W_03,W_01,W_01,W_01,W_03,W_01,W_01,W_03,I_03,W_01,M_1433,W_01,W_01,W_01,W_01
W_03,W_03,W_01,W_01,4,W_01,W_01,W_03,W_01,W_01,W_01,W_01,W_01,W_03,W_01,W_01,W_03,W_01,W_01,W_01,M_1435,W_01,1,W_03,W_01,W_01,W_03
W_03,W_01,I_02,1,1,1,1,W_01,W_03,W_03,W_01,W_01,W_01,W_01,W_01,W_03,W_01,W_01,W_01,W_03,1,1,1,1,1,W_01,W_03
W_03,W_01,1,1,1,1,1,W_03,W_01,W_01,1,1,1,1,1,1,1,W_01,W_03,W_01,1,1,1,1,1,W_01,W_03
W_01,W_01,1,1,1,1,1,W_03,W_01,W_03,1,1,1,11,1,1,1,1,M_1432,1,1,1,1,1,1,W_01,W_03
W_01,W_03,1,1,1,1,1,W_03,W_01,W_03,15,1,1,1,1,1,1,W_03,W_03,W_03,1,1,1,1,1,W_01,W_03
W_03,W_01,1,1,1,1,1,W_01,W_01,W_01,W_01,W_03,W_01,W_03,W_03,W_03,W_01,W_03,W_01,W_01,1,I_00,1,1,1,W_01,W_03
W_03,W_03,W_03,W_03,1,W_01,W_03,W_03,W_03,W_01,W_01,W_01,W_03,W_01,W_03,W_03,W_01,W_03,W_01,W_03,W_03,W_03,W_03,W_03,W_01,W_01,W_03
W_01,W_01,W_03,W_03,1,W_03,W_03,W_01,W_03,W_01,W_01,W_03,W_03,W_03,W_03,W_01,W_01,W_01,W_03,W_03,W_01,W_03,W_03,W_03,W_01,W_01,W_01
W_03,W_03,W_03,W_03,1,W_01,W_03,W_03,W_01,W_03,W_01,W_03,W_01,W_03,W_01,W_03,W_03,W_01,W_01,W_03,W_03,W_03,W_01,W_01,W_03,W_03,W_03
W_01,W_01,1,1,1,1,1,W_03,W_01,W_03,W_03,W_01,W_03,W_01,W_01,W_03,W_01,W_01,W_01,W_01,1,1,1,1,1,W_03,W_01
W_01,W_01,1,1,1,1,1,W_01,W_01,W_01,1,1,1,1,1,1,1,W_03,W_01,W_03,1,1,1,1,I_03,W_03,W_01
W_01,W_03,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,I_10,1,1,1,1,1,W_01,W_03
W_01,W_01,1,1,1,1,1,W_03,W_03,W_01,1,1,1,1,1,1,1,W_01,W_01,W_03,1,14,1,1,1,W_03,W_01
W_03,W_01,1,1,1,1,I_03,W_03,W_01,W_03,W_03,W_03,W_01,W_03,W_03,W_01,W_01,W_03,W_01,W_01,1,1,1,1,1,W_03,W_03
W_03,W_01,W_03,W_03,W_03,W_01,W_01,W_03,W_03,W_01,W_01,W_03,W_03,W_03,W_01,W_01,W_01,W_03,W_03,W_01,W_03,W_01,W_03,W_03,W_01,W_03,W_03
