0,W_03,W_03,W_03,W_03,W_03,W_01,W_03,W_03,W_01,W_01,W_03,W_01,W_03,W_01,W_03,W_01,W_03,W_03,W_01,W_03,W_03,W_01,W_01,W_01,W_01,W_03
W_03,W_03,1,1,1,1,I_03,W_01,W_01,W_03,W_03,W_01,W_03,W_01,W_03,W_01,W_03,W_03,W_03,W_01,W_03,W_03,W_01,W_01,W_03,W_01,W_01
W_03,W_03,M_1556,1,1,1,1,W_01,W_03,W_03,W_01,1,1,1,1,1,W_03,W_03,W_01,W_01,1,1,1,1,1,W_01,W_03
W_01,W_03,1,I_01,1,1,1,M_1554,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,W_03,W_01
W_03,W_03,1,1,1,1,1,W_03,W_03,W_01,W_01,1,1,1,1,1,W_01,W_03,W_03,W_03,I_00,M_1555,1,1,1,W_03,W_01
W_03,W_03,1,1,1,1,1,W_01,W_03,W_01,W_03,W_03,W_01,W_01,W_01,W_01,W_01,W_03,W_03,W_01,W_03,W_03,1,W_03,W_03,W_01,W_03
W_03,W_03,W_01,W_01,1,W_01,W_03,W_03,W_03,W_01,W_03,W_01,W_03,W_03,W_03,W_03,W_03,W_01,W_01,W_03,W_03,W_03,1,W_01,W_03,W_03,W_01
W_03,W_03,W_01,W_03,1,W_01,W_03,W_01,W_03,W_01,W_01,W_01,W_03,W_01,W_01,W_01,W_03,W_01,W_03,W_01,W_01,W_03,1,W_01,W_01,W_01,W_01
W_03,W_03,W_01,W_03,4,W_03,W_01,W_01,W_03,W_01,W_03,W_01,W_03,W_01,W_01,W_03,W_03,W_01,W_01,W_01,W_01,W_01,1,W_01,W_03,W_03,W_01
W_03,1,1,1,1,1,1,1,W_03,W_01,W_01,W_01,W_03,W_01,W_01,W_03,W_03,W_01,W_03,W_01,W_01,W_01,M_1553,W_01,W_01,W_01,W_01
W_03,1,1,1,1,1,I_03,1,W_01,W_03,W_03,15,1,1,1,1,W_01,W_01,W_03,W_03,1,1,1,1,1,W_01,W_01
W_03,1,1,1,1,1,1,1,W_03,W_01,W_03,1,1,11,1,1,1,M_1552,1,1,1,1,1,1,1,W_03,W_03
W_03,1,1,1,1,I_02,1,1,W_01,W_03,W_01,1,1,1,1,1,W_01,W_03,W_01,W_03,1,1,1,1,1,W_03,W_03
W_01,1,1,1,1,1,1,1,W_01,W_03,W_03,W_03,W_03,W_01,W_01,W_03,W_01,W_03,W_03,W_03,W_03,W_01,W_03,W_01,W_01,W_03,W_01
W_01,W_03,W_03,W_03,1,W_03,W_01,W_01,W_03,W_01,W_01,W_01,W_01,W_01,W_01,W_01,W_01,W_03,W_03,W_03,W_01,W_01,W_03,W_03,W_01,W_03,W_01
W_03,W_01,W_03,W_03,1,W_03,W_03,W_01,W_01,W_01,W_03,W_01,W_03,W_01,W_03,W_01,W_03,W_01,W_03,W_01,W_01,W_03,W_01,W_01,W_01,W_01,W_03
W_01,W_01,W_03,W_03,1,W_01,W_01,W_01,W_03,W_01,W_01,W_03,W_03,W_03,W_01,W_01,I_10,W_03,W_03,W_03,W_01,W_01,W_03,W_03,W_01,W_03,W_01
W_01,W_01,W_03,W_03,1,W_01,W_03,W_01,W_03,W_03,W_03,W_03,W_03,W_03,W_01,W_01,4,W_01,W_03,W_01,W_01,W_03,W_01,W_03,W_01,W_01,W_01
W_01,W_03,1,1,1,1,1,W_03,W_03,W_03,1,1,1,1,1,1,1,W_03,W_03,1,14,1,1,1,1,1,W_01
W_01,W_01,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,I_10,I_03,1,1,1,1,1,1,W_03
W_01,W_03,1,1,1,1,1,W_03,W_01,W_01,1,1,1,1,1,1,1,W_01,W_01,1,1,1,1,1,1,1,W_03
W_01,W_01,W_03,W_01,W_03,W_03,W_01,W_01,W_01,W_03,W_01,W_03,W_01,W_03,W_01,W_03,W_03,W_03,W_01,W_01,W_03,W_03,W_01,W_01,W_01,W_03,W_01
W_01,W_01,W_03,W_03,W_03,W_01,W_03,W_01,W_03,W_01,W_03,W_03,W_01,W_03,W_01,W_03,W_03,W_03,W_01,W_03,W_03,W_03,W_03,W_01,W_01,W_01,W_03
