W_02,W_02,W_02,W_02,W_03,W_03,W_03,W_03,W_03,W_03,W_03,W_02,W_03,W_03,W_02,W_03,W_03,W_02,W_03,W_02,W_02,W_03,W_02,W_03,W_02,W_03,W_03
W_02,1,1,1,1,1,1,1,W_02,W_02,W_02,W_03,W_03,W_02,W_03,W_03,W_02,W_02,W_03,1,1,1,1,1,1,1,W_02
W_03,1,1,1,1,1,1,1,W_03,W_03,W_02,1,1,1,1,1,W_03,W_03,W_02,1,1,1,1,1,1,1,W_02
W_03,1,1,1,11,1,1,1,W_02,W_03,W_03,1,1,1,1,1,M_1234,1,1,1,1,1,1,I_01,1,1,W_02
W_03,1,1,1,1,1,1,1,W_02,W_03,W_03,1,1,1,1,1,W_03,W_02,W_02,1,1,1,I_03,1,1,1,W_02
W_02,1,15,1,1,1,1,1,W_03,W_03,W_02,W_02,W_03,1,W_02,W_03,W_03,W_02,W_02,1,1,1,1,M_1236,1,1,W_03
W_03,W_02,W_03,W_03,M_1232,W_03,W_03,W_02,W_02,W_03,W_03,W_02,W_03,1,W_03,W_02,W_02,W_03,W_02,W_03,W_02,W_02,1,W_03,W_02,W_02,W_02
W_02,W_02,W_03,W_02,1,W_03,W_02,W_02,W_03,W_02,W_02,W_03,W_02,1,W_03,W_03,W_03,W_02,W_02,W_02,I_00,W_02,4,W_03,W_03,W_02,W_02
W_02,W_03,W_02,W_03,1,W_03,W_03,W_03,W_03,W_03,W_02,W_03,W_03,3,W_03,W_02,W_02,W_02,W_03,W_03,M_1235,W_02,1,W_02,W_03,W_03,W_03
W_03,1,I_00,1,1,1,1,1,W_03,W_03,W_03,1,1,1,1,1,W_03,W_02,W_03,W_02,1,1,1,1,1,W_02,W_03
W_02,1,1,1,1,1,1,1,W_02,W_02,W_03,1,1,1,1,1,W_03,W_03,W_03,W_02,1,1,1,1,1,W_02,W_02
W_03,1,1,1,1,1,1,1,M_1233,1,1,1,1,1,1,1,W_03,W_02,W_02,W_02,1,1,1,1,I_02,W_03,W_02
W_02,1,1,1,1,1,1,1,W_03,W_03,W_03,1,1,1,1,1,W_02,W_03,W_02,W_03,1,1,1,1,1,W_02,W_02
W_02,1,1,1,1,1,1,1,W_03,W_02,W_02,1,1,1,1,1,W_02,W_02,W_03,W_03,1,1,1,1,1,W_02,W_03
W_02,W_02,W_02,W_03,W_02,W_03,W_03,W_03,W_03,W_02,W_03,W_02,W_02,W_02,W_03,W_03,W_02,W_02,W_02,W_02,W_03,W_02,1,W_02,W_02,W_03,W_03
W_02,W_03,W_03,W_02,W_02,W_03,W_03,W_02,W_03,W_03,W_03,W_02,W_03,W_02,W_02,W_03,W_02,W_02,W_02,W_03,W_03,W_02,1,W_02,W_03,W_02,W_02
W_02,W_03,W_03,W_03,W_02,W_03,W_03,W_03,W_02,W_03,W_03,W_03,W_02,W_03,W_03,W_02,W_02,W_03,W_02,W_02,W_03,W_03,1,W_02,W_03,W_03,W_02
W_03,W_03,W_02,W_03,W_03,W_03,W_03,W_03,W_02,W_02,1,1,1,1,1,1,1,W_03,W_02,W_03,1,I_03,1,1,1,W_02,W_02
W_02,1,1,1,1,1,14,1,W_02,W_03,1,1,1,1,1,1,I_03,W_03,W_03,W_03,1,1,1,1,1,W_02,W_02
W_02,1,1,1,1,1,1,1,I_09,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,W_02,W_03
W_02,1,1,1,1,1,1,1,W_02,W_03,1,1,1,1,1,1,1,W_02,W_02,W_03,1,1,1,1,1,W_02,W_02
W_03,W_03,W_02,W_02,W_02,W_03,W_02,W_03,W_03,W_03,1,1,1,1,1,1,1,W_03,W_03,W_02,1,1,1,1,1,W_02,W_02
W_03,W_03,W_03,W_02,W_03,W_03,W_03,W_03,W_03,W_03,W_03,W_02,W_02,W_02,W_02,W_02,W_03,W_03,W_03,W_02,W_03,W_02,W_03,W_02,W_03,W_03,W_02
