W_02,W_02,W_02,W_01,W_02,W_02,W_02,W_01,W_02,W_01,W_01,W_02,W_01,W_01,W_02,W_02,W_02,W_02,W_02,W_01,W_01,W_02,W_01,W_02,W_02,W_02,W_01
W_01,1,1,15,1,1,1,1,W_02,W_01,W_02,1,1,1,1,1,W_01,W_01,W_01,W_01,1,M_1139,1,1,1,W_01,W_01
W_02,1,1,1,1,1,1,1,W_02,W_02,W_01,1,1,1,1,1,W_01,W_02,W_02,W_02,1,1,1,1,1,W_02,W_01
W_01,1,1,1,11,1,1,1,1,M_1136,1,1,1,1,1,1,1,M_1137,1,1,1,1,1,1,1,W_02,W_01
W_01,1,1,1,1,1,1,I_00,W_01,W_01,W_01,1,1,1,1,1,W_01,W_02,W_01,W_02,1,1,1,1,1,W_02,W_02
W_01,1,1,1,1,1,1,1,W_01,W_01,W_01,1,1,1,1,1,W_01,W_02,W_02,W_02,1,1,1,1,1,W_02,W_01
W_02,W_02,W_01,W_01,W_02,W_01,W_01,W_02,W_02,W_02,W_02,W_01,W_02,W_01,W_01,W_01,W_02,W_02,W_01,W_02,W_02,W_02,1,W_01,W_02,W_01,W_02
W_01,W_02,W_01,W_02,W_02,W_01,W_01,W_02,W_01,W_02,W_02,W_02,W_01,W_01,W_02,W_02,W_01,W_02,W_01,W_02,W_02,W_01,3,W_01,W_02,W_01,W_02
W_01,W_02,W_02,W_02,W_01,W_02,W_02,W_01,W_01,W_01,W_02,W_01,W_01,W_02,W_01,W_02,W_01,W_01,W_02,W_01,W_01,W_01,1,W_01,W_02,W_02,W_02
W_02,W_01,W_02,W_01,W_01,W_02,W_01,W_02,W_01,W_02,1,1,1,I_02,1,1,1,W_01,W_01,W_01,1,1,1,1,1,W_01,W_01
W_02,1,1,1,1,1,1,1,W_02,W_01,1,1,1,1,1,1,1,W_01,W_01,W_02,1,1,1,1,1,W_01,W_01
W_01,1,1,1,1,1,1,1,1,8,1,1,1,1,1,I_03,1,W_02,W_01,W_02,1,1,1,1,1,W_02,W_01
W_02,1,1,1,1,1,1,1,W_01,W_01,1,1,1,1,1,1,1,W_02,W_01,W_01,1,1,1,1,1,W_02,W_02
W_02,3,W_02,W_02,1,W_01,W_01,W_01,W_02,W_01,1,1,1,1,1,1,1,W_02,W_02,W_01,1,1,1,1,1,W_01,W_01
W_02,I_11,W_01,W_01,1,W_01,W_01,W_01,W_02,W_01,W_01,W_01,W_02,1,W_01,W_02,W_01,W_01,W_01,W_01,W_01,W_02,1,W_02,W_01,W_02,W_02
W_02,W_01,W_02,W_02,1,W_01,W_01,W_02,W_01,W_02,W_02,W_01,W_01,1,W_01,W_01,W_01,W_01,W_01,W_02,W_01,W_02,M_1138,W_02,W_01,W_02,W_01
W_02,W_02,W_02,W_01,I_09,W_02,W_01,W_02,W_01,W_01,W_02,W_02,W_02,1,W_01,W_01,W_02,W_01,W_02,W_02,W_01,W_02,1,W_01,W_02,W_02,W_02
W_01,W_01,14,1,1,I_03,1,W_02,W_01,W_02,W_01,W_02,W_02,1,W_02,W_02,W_01,W_02,W_02,W_02,W_01,W_02,1,W_01,W_01,W_02,W_01
W_02,W_01,1,1,1,1,1,W_02,W_02,W_01,1,1,1,1,1,1,1,W_01,W_02,M_1140,1,1,1,1,1,1,W_01
W_01,W_01,1,1,1,1,1,W_01,W_02,W_02,1,1,1,1,1,1,1,1,7,1,1,I_01,1,1,1,1,W_02
W_02,W_02,1,1,1,1,1,W_01,W_02,W_02,1,1,1,1,1,1,1,W_02,W_02,1,1,1,1,1,1,I_03,W_02
W_01,W_01,1,1,1,1,1,W_01,W_02,W_02,W_02,W_01,W_02,W_02,W_01,W_01,W_02,W_02,W_01,W_02,W_01,W_01,W_01,W_02,W_02,W_02,W_01
W_02,W_01,W_01,W_01,W_02,W_02,W_01,W_01,W_02,W_02,W_01,W_02,W_01,W_02,W_02,W_02,W_02,W_01,W_02,W_02,W_01,W_02,W_02,W_02,W_02,W_01,W_02
